2025-03-06 21:30:49 | INFO | Инициализация SessionManager
2025-03-06 21:30:49 | DEBUG | Загружен существующий ключ шифрования
2025-03-06 21:31:00 | INFO | Получение клиента для сессии user.session
2025-03-06 21:31:01 | INFO | Клиент успешно создан для user.session
2025-03-06 21:31:01 | INFO | Создана задача отправки в группу Black Niggers 🤣/Ko'rshapalaklar / Night Nigger /Night Hunters / White nigers / Qora negrlar and Dark code forces через аккаунт +998944899059
2025-03-06 21:31:01 | INFO | [Этап 1/5] Начинаем отправку поста через аккаунт +998944899059 в группу 2466959594
2025-03-06 21:31:01 | INFO | [Этап 2/5] Попытка подписаться на группу -1002466959594
2025-03-06 21:31:01 | INFO | ✅ Успешно подписались на группу @whomever_contact_test
2025-03-06 21:31:01 | INFO | [Этап 2/5] ✅ Успешно подписались на группу
2025-03-06 21:31:04 | INFO | [Этап 2/5] ✅ Успешно получили группу: Black Niggers 🤣/Ko'rshapalaklar / Night Nigger /Night Hunters / White nigers / Qora negrlar and Dark code forces
2025-03-06 21:31:04 | INFO | Проверяем доступ к группе 2466959594
2025-03-06 21:31:04 | INFO | Успешно получили группу: Black Niggers 🤣/Ko'rshapalaklar / Night Nigger /Night Hunters / White nigers / Qora negrlar and Dark code forces
2025-03-06 21:31:04 | INFO | Успешно получили права для группы Black Niggers 🤣/Ko'rshapalaklar / Night Nigger /Night Hunters / White nigers / Qora negrlar and Dark code forces
2025-03-06 21:31:04 | INFO | [Этап 2/5] ✅ Права доступа подтверждены для Black Niggers 🤣/Ko'rshapalaklar / Night Nigger /Night Hunters / White nigers / Qora negrlar and Dark code forces
2025-03-06 21:31:04 | INFO | [Этап 3/5] Подготовка сообщения к отправке
2025-03-06 21:31:04 | INFO | [Этап 3/5] Подготовка фото
2025-03-06 21:31:04 | INFO | [Этап 4/5] Отправка сообщения в группу Black Niggers 🤣/Ko'rshapalaklar / Night Nigger /Night Hunters / White nigers / Qora negrlar and Dark code forces
2025-03-06 21:31:04 | ERROR | [Этап 4/5] ❌ Ошибка при отправке сообщения: Failed to convert AgACAgIAAxkBAAIETmfJzcH2hsGYyn0OWJG54h5cluX4AAK18TEbnRZRSsmQ6zBq2RE7AQADAgADeQADNgQ to media. Not an existing file, an HTTP URL or a valid bot-API-like file ID
2025-03-06 21:31:04 | INFO | [Повтор] Пробуем отправить снова через 30 сек (попытка 1/3)
