2025-03-06 21:27:41 | INFO | Инициализация SessionManager
2025-03-06 21:27:41 | DEBUG | Загружен существующий ключ шифрования
2025-03-06 21:28:02 | INFO | Получение клиента для сессии user.session
2025-03-06 21:28:03 | INFO | Клиент успешно создан для user.session
2025-03-06 21:28:03 | INFO | Создана задача отправки в группу Black Niggers 🤣/Ko'rshapalaklar / Night Nigger /Night Hunters / White nigers / Qora negrlar and Dark code forces через аккаунт +998944899059
2025-03-06 21:28:03 | INFO | [Этап 1/5] Начинаем отправку поста через аккаунт +998944899059 в группу 2466959594
2025-03-06 21:28:03 | INFO | [Этап 2/5] Попытка подписаться на группу -1002466959594
2025-03-06 21:28:03 | INFO | ✅ Успешно подписались на группу @whomever_contact_test
2025-03-06 21:28:03 | INFO | [Этап 2/5] ✅ Успешно подписались на группу
2025-03-06 21:28:05 | INFO | [Этап 2/5] ✅ Успешно получили группу: Black Niggers 🤣/Ko'rshapalaklar / Night Nigger /Night Hunters / White nigers / Qora negrlar and Dark code forces
2025-03-06 21:28:05 | INFO | Проверяем доступ к группе 2466959594
2025-03-06 21:28:06 | INFO | Успешно получили группу: Black Niggers 🤣/Ko'rshapalaklar / Night Nigger /Night Hunters / White nigers / Qora negrlar and Dark code forces
2025-03-06 21:28:06 | INFO | Успешно получили права для группы Black Niggers 🤣/Ko'rshapalaklar / Night Nigger /Night Hunters / White nigers / Qora negrlar and Dark code forces
2025-03-06 21:28:06 | INFO | [Этап 2/5] ✅ Права доступа подтверждены для Black Niggers 🤣/Ko'rshapalaklar / Night Nigger /Night Hunters / White nigers / Qora negrlar and Dark code forces
2025-03-06 21:28:06 | INFO | [Этап 3/5] Подготовка сообщения к отправке
2025-03-06 21:28:06 | INFO | [Этап 3/5] Подготовка фото
2025-03-06 21:28:06 | ERROR | [Этап 4/5] ❌ Ошибка при отправке сообщения: Cannot cast str to any kind of InputFileLocation.
2025-03-06 21:28:06 | INFO | [Повтор] Пробуем отправить снова через 30 сек (попытка 1/3)
2025-03-06 21:28:36 | INFO | [Этап 1/5] Начинаем отправку поста через аккаунт +998944899059 в группу 2466959594
2025-03-06 21:28:36 | INFO | [Этап 2/5] Попытка подписаться на группу -1002466959594
2025-03-06 21:28:36 | INFO | ✅ Успешно подписались на группу @whomever_contact_test
2025-03-06 21:28:36 | INFO | [Этап 2/5] ✅ Успешно подписались на группу
2025-03-06 21:28:39 | INFO | [Этап 2/5] ✅ Успешно получили группу: Black Niggers 🤣/Ko'rshapalaklar / Night Nigger /Night Hunters / White nigers / Qora negrlar and Dark code forces
2025-03-06 21:28:39 | INFO | Проверяем доступ к группе 2466959594
2025-03-06 21:28:39 | INFO | Успешно получили группу: Black Niggers 🤣/Ko'rshapalaklar / Night Nigger /Night Hunters / White nigers / Qora negrlar and Dark code forces
2025-03-06 21:28:39 | INFO | Успешно получили права для группы Black Niggers 🤣/Ko'rshapalaklar / Night Nigger /Night Hunters / White nigers / Qora negrlar and Dark code forces
2025-03-06 21:28:39 | INFO | [Этап 2/5] ✅ Права доступа подтверждены для Black Niggers 🤣/Ko'rshapalaklar / Night Nigger /Night Hunters / White nigers / Qora negrlar and Dark code forces
2025-03-06 21:28:39 | INFO | [Этап 3/5] Подготовка сообщения к отправке
2025-03-06 21:28:39 | INFO | [Этап 3/5] Подготовка фото
2025-03-06 21:28:39 | ERROR | [Этап 4/5] ❌ Ошибка при отправке сообщения: Cannot cast str to any kind of InputFileLocation.
2025-03-06 21:28:39 | INFO | [Повтор] Пробуем отправить снова через 60 сек (попытка 2/3)
